3.000000,-34.000000,26.468091,33.999196
4.000000,-34.000000,31.609648,23.580442
5.000000,-34.000000,34.902869,16.730209
6.000000,-34.000000,36.963198,11.736120
7.000000,-34.000000,38.177314,7.841434
8.000000,-34.000000,38.806589,4.645190
9.000000,-34.000000,39.029995,1.913961
10.000000,-34.000000,38.966313,-0.493002
11.000000,-34.000000,38.688445,-2.661624
12.000000,-34.000000,38.234461,-4.645126
13.000000,-34.000000,37.616367,-6.477323
14.000000,-34.000000,36.826733,-8.180501
15.000000,-34.000000,35.843758,-9.770111
16.000000,-34.000000,34.635955,-11.257429
17.000000,-34.000000,33.167766,-12.650147
18.000000,-34.000000,31.406583,-13.950043
3.000000,-33.000000,28.915094,40.620435
4.000000,-33.000000,34.348599,27.738791
5.000000,-33.000000,37.669373,19.320306
6.000000,-33.000000,39.655157,13.287973
7.000000,-33.000000,40.778430,8.695008
8.000000,-33.000000,41.333784,5.023436
9.000000,-33.000000,41.505442,1.962010
10.000000,-33.000000,41.406777,-0.684597
11.000000,-33.000000,41.103756,-3.041805
12.000000,-33.000000,40.629278,-5.191827
13.000000,-33.000000,39.992315,-7.189999
14.000000,-33.000000,39.183926,-9.074791
15.000000,-33.000000,38.181463,-10.873624
16.000000,-33.000000,36.951975,-12.605544
17.000000,-33.000000,35.455683,-14.280945
18.000000,-33.000000,33.650207,-15.898180
3.000000,-32.000000,32.509950,47.755740
4.000000,-32.000000,38.112696,31.938023
5.000000,-32.000000,41.237903,21.766266
6.000000,-32.000000,42.944780,14.663021
7.000000,-32.000000,43.821813,9.400017
8.000000,-32.000000,44.194280,5.294988
9.000000,-32.000000,44.242921,1.939839
10.000000,-32.000000,44.068008,-0.919908
11.000000,-32.000000,43.722627,-3.447902
12.000000,-32.000000,43.229989,-5.752633
13.000000,-32.000000,42.592643,-7.908637
14.000000,-32.000000,41.797518,-9.969228
15.000000,-32.000000,40.818660,-11.973821
16.000000,-32.000000,39.618687,-13.951243
17.000000,-32.000000,38.149565,-15.919400
18.000000,-32.000000,36.353477,-17.880946
3.000000,-31.000000,37.968288,55.276314
4.000000,-31.000000,43.262371,35.834870
5.000000,-31.000000,45.723313,23.764284
6.000000,-31.000000,46.832910,15.646967
7.000000,-31.000000,47.269880,9.816445
8.000000,-31.000000,47.345498,5.371997
9.000000,-31.000000,47.206356,1.796024
10.000000,-31.000000,46.922232,-1.223727
11.000000,-31.000000,46.523926,-3.884141
12.000000,-31.000000,46.019828,-6.315070
13.000000,-31.000000,45.403272,-8.606557
14.000000,-31.000000,44.655602,-10.824667
15.000000,-31.000000,43.746931,-13.020609
16.000000,-31.000000,42.635241,-15.235312
17.000000,-31.000000,41.263955,-17.500010
18.000000,-31.000000,39.558035,-19.832025
3.000000,-30.000000,46.659718,62.356130
4.000000,-30.000000,50.207525,38.616240
5.000000,-30.000000,51.146885,24.815506
6.000000,-30.000000,51.235034,15.966773
7.000000,-30.000000,51.028149,9.797831
8.000000,-30.000000,50.708073,5.176270
9.000000,-30.000000,50.334071,1.491089
10.000000,-30.000000,49.921883,-1.611171
11.000000,-30.000000,49.469666,-4.348246
12.000000,-30.000000,48.966555,-6.862796
13.000000,-30.000000,48.395071,-9.254725
14.000000,-30.000000,47.731062,-11.599486
15.000000,-30.000000,46.942153,-13.958877
16.000000,-30.000000,45.984643,-16.387359
17.000000,-30.000000,44.798017,-18.934922
18.000000,-30.000000,43.295617,-21.645775
3.000000,-29.000000,60.418714,65.828050
4.000000,-29.000000,58.916452,38.742677
5.000000,-29.000000,57.217811,24.283240
6.000000,-29.000000,55.907749,15.359066
7.000000,-29.000000,54.924915,9.231742
8.000000,-29.000000,54.163019,4.659588
9.000000,-29.000000,53.541240,1.007082
10.000000,-29.000000,53.003167,-2.083354
11.000000,-29.000000,52.508252,-4.829691
12.000000,-29.000000,52.024792,-7.375296
13.000000,-29.000000,51.524898,-9.822444
14.000000,-29.000000,50.980633,-12.251190
15.000000,-29.000000,50.360413,-14.731041
16.000000,-29.000000,49.624552,-17.329037
17.000000,-29.000000,48.718331,-20.116072
18.000000,-29.000000,47.559532,-23.172120
3.000000,-28.000000,77.335682,58.750350
4.000000,-28.000000,67.859936,34.600699
5.000000,-28.000000,63.146120,21.764907
6.000000,-28.000000,60.436578,13.724318
7.000000,-28.000000,58.725537,8.100767
8.000000,-28.000000,57.565406,3.827743
9.000000,-28.000000,56.729849,0.356882
10.000000,-28.000000,56.093128,-2.624120
11.000000,-28.000000,55.579547,-5.309109
12.000000,-28.000000,55.139658,-7.828786
13.000000,-28.000000,54.737930,-10.279557
14.000000,-28.000000,54.345659,-12.740279
15.000000,-28.000000,53.936174,-15.283419
16.000000,-28.000000,53.480545,-17.984107
17.000000,-28.000000,52.942058,-20.929665
18.000000,-28.000000,52.266570,-24.232532
3.000000,-27.000000,87.137133,41.036572
4.000000,-27.000000,74.261541,26.816441
5.000000,-27.000000,67.929856,17.635069
6.000000,-27.000000,64.376340,11.269070
7.000000,-27.000000,62.197473,6.522721
8.000000,-27.000000,60.775968,2.751870
9.000000,-27.000000,59.805406,-0.413306
10.000000,-27.000000,59.119459,-3.200406
11.000000,-27.000000,58.621380,-5.759733
12.000000,-27.000000,58.251614,-8.198387
13.000000,-27.000000,57.971667,-10.599679
14.000000,-27.000000,57.755548,-13.035419
15.000000,-27.000000,57.585032,-15.575016
16.000000,-27.000000,57.446947,-18.293957
17.000000,-27.000000,57.331577,-21.284181
18.000000,-27.000000,57.231697,-24.670318
3.000000,-26.000000,87.373473,24.579193
4.000000,-26.000000,77.062083,18.461576
5.000000,-26.000000,71.088651,12.970140
6.000000,-26.000000,67.478300,8.452932
7.000000,-26.000000,65.193852,4.722277
8.000000,-26.000000,63.696595,1.553234
9.000000,-26.000000,62.694232,-1.232572
10.000000,-26.000000,62.020301,-3.767536
11.000000,-26.000000,61.576152,-6.151049
12.000000,-26.000000,61.301891,-8.461177
13.000000,-26.000000,61.161312,-10.763535
14.000000,-26.000000,61.134067,-13.118166
15.000000,-26.000000,61.212042,-15.585519
16.000000,-26.000000,61.398778,-18.232664
17.000000,-26.000000,61.712118,-21.141224
18.000000,-26.000000,62.192103,-24.419408
3.000000,-25.000000,84.331654,14.055985
4.000000,-25.000000,77.552492,11.772682
5.000000,-25.000000,72.896022,8.762790
6.000000,-25.000000,69.779187,5.748633
7.000000,-25.000000,67.691312,2.943167
8.000000,-25.000000,66.288422,0.366310
9.000000,-25.000000,65.353365,-2.022651
10.000000,-25.000000,64.750665,-4.278152
11.000000,-25.000000,64.395941,-6.453814
12.000000,-25.000000,64.237472,-8.599347
13.000000,-25.000000,64.245629,-10.761352
14.000000,-25.000000,64.407312,-12.985437
15.000000,-25.000000,64.723899,-15.318852
16.000000,-25.000000,65.212314,-17.813519
17.000000,-25.000000,65.909944,-20.529491
18.000000,-25.000000,66.885863,-23.538566
3.000000,-24.000000,81.434503,7.942957
4.000000,-24.000000,77.223125,7.110956
5.000000,-24.000000,73.918921,5.449414
6.000000,-24.000000,71.488209,3.450915
7.000000,-24.000000,69.759769,1.367150
8.000000,-24.000000,68.563965,-0.698138
9.000000,-24.000000,67.769484,-2.715914
10.000000,-24.000000,67.283763,-4.691453
11.000000,-24.000000,67.045029,-6.644880
12.000000,-24.000000,67.014685,-8.602545
13.000000,-24.000000,67.172002,-10.593570
14.000000,-24.000000,67.511209,-12.648771
15.000000,-24.000000,68.040855,-14.800572
16.000000,-24.000000,68.785520,-17.083037
