1 0.3600 -0.0500 -6.353908e+01
2 0.3600 -0.0553 -3.655696e+01
3 0.3600 -0.0605 -2.629569e+01
4 0.3600 -0.0658 -2.265236e+01
5 0.3600 -0.0711 -2.031817e+01
6 0.3600 -0.0763 -1.881633e+01
7 0.3600 -0.0816 -1.787949e+01
8 0.3600 -0.0868 -1.714682e+01
9 0.3600 -0.0921 -1.673886e+01
10 0.3600 -0.0974 -1.646749e+01
11 0.3600 -0.1026 -1.645678e+01
12 0.3600 -0.1079 -1.651380e+01
13 0.3600 -0.1132 -1.680874e+01
14 0.3600 -0.1184 -1.737917e+01
15 0.3600 -0.1237 -1.814050e+01
16 0.3600 -0.1289 -1.942477e+01
17 0.3600 -0.1342 -2.146872e+01
18 0.3600 -0.1395 -2.471437e+01
19 0.3600 -0.1447 -3.401313e+01
20 0.3600 -0.1500 -5.866878e+01
1 0.3600 0.3000 5.867267e+01
2 0.3600 0.2947 3.401527e+01
3 0.3600 0.2895 2.471579e+01
4 0.3600 0.2842 2.146985e+01
5 0.3600 0.2789 1.942569e+01
6 0.3600 0.2737 1.814126e+01
7 0.3600 0.2684 1.737979e+01
8 0.3600 0.2632 1.680924e+01
9 0.3600 0.2579 1.651418e+01
10 0.3600 0.2526 1.645704e+01
11 0.3600 0.2474 1.646763e+01
12 0.3600 0.2421 1.673887e+01
13 0.3600 0.2368 1.714669e+01
14 0.3600 0.2316 1.787919e+01
15 0.3600 0.2263 1.881584e+01
16 0.3600 0.2211 2.031743e+01
17 0.3600 0.2158 2.265129e+01
18 0.3600 0.2105 2.629416e+01
19 0.3600 0.2053 3.655432e+01
20 0.3600 0.2000 6.353381e+01
