-1	8.51268e-20	1.05667e-19	5.6243e-19	5.78567e-19
-0.979798	2.5411e-21	1.75124e-19	1.08081e-18	1.09491e-18
-0.959596	1.88041e-19	1.88465e-20	2.37169e-19	3.03256e-19
-0.939394	1.93547e-19	7.22096e-20	7.18284e-19	7.474e-19
-0.919192	1.11385e-19	7.24213e-20	1.25361e-19	1.82666e-19
-0.89899	3.60836e-19	6.09864e-20	3.93023e-19	5.37019e-19
-0.878788	1.38066e-19	1.58395e-19	9.92723e-19	1.01472e-18
-0.858586	2.98156e-19	8.68209e-20	2.57498e-19	4.0341e-19
-0.838384	2.20229e-20	1.45266e-19	6.26804e-19	6.43794e-19
-0.818182	1.0842e-19	3.81165e-20	8.26704e-19	8.34654e-19
-0.79798	6.26804e-20	9.44442e-20	1.999e-19	2.29801e-19
-0.777778	2.15146e-19	1.57548e-19	6.20028e-19	6.7494e-19
-0.757576	1.89735e-19	1.00373e-19	1.51111e-18	1.52628e-18
-0.737374	5.2516e-20	8.55503e-20	7.45389e-19	7.52118e-19
-0.717172	2.03288e-20	1.24514e-19	4.81115e-19	4.97381e-19
-0.69697	2.37169e-20	5.92923e-20	2.63597e-18	2.63674e-18
-0.676768	3.00697e-19	1.35525e-20	6.20028e-19	6.89229e-19
-0.656566	1.48231e-19	1.35102e-19	3.65918e-19	4.17278e-19
-0.636364	1.999e-19	1.57972e-19	6.77626e-21	2.54874e-19
-0.616162	1.57548e-19	1.34255e-19	1.95156e-18	1.96251e-18
-0.59596	1.80418e-19	6.64921e-20	1.36881e-18	1.38224e-18
-0.575758	8.30092e-20	1.94818e-20	4.09964e-19	4.18737e-19
-0.555556	6.42898e-19	4.74338e-20	2.03288e-20	6.44966e-19
-0.535354	9.57147e-20	7.45389e-20	2.66985e-18	2.6726e-18
-0.515152	4.45539e-19	1.42302e-19	6.09864e-19	7.68563e-19
-0.494949	4.06576e-20	2.20229e-20	8.53809e-19	8.5506e-19
-0.474747	2.98156e-19	1.89735e-19	8.53809e-19	9.2406e-19
-0.454545	3.32037e-19	6.09864e-20	5.0822e-19	6.10127e-19
-0.434343	2.9985e-19	2.03288e-20	1.39591e-18	1.4279e-18
-0.414141	4.45539e-19	1.23667e-19	1.51788e-18	1.58675e-18
-0.393939	2.21923e-19	9.99499e-20	8.94467e-19	9.2699e-19
-0.373737	5.98005e-19	2.29546e-19	4.26905e-19	7.69772e-19
-0.353535	8.92773e-19	7.28448e-20	3.5982e-18	3.70801e-18
-0.333333	4.13352e-19	1.90582e-19	3.00866e-18	3.0429e-18
-0.313131	1.69407e-19	1.82112e-19	8.19928e-19	8.56823e-19
-0.292929	1.81265e-19	7.708e-20	4.13352e-19	4.57885e-19
-0.272727	1.86347e-20	2.79521e-19	3.1984e-18	3.21064e-18
-0.252525	8.99549e-19	4.98055e-19	3.38813e-19	1.08261e-18
-0.232323	4.74338e-19	4.89585e-19	5.10253e-18	5.14786e-18
-0.212121	4.40457e-20	4.38763e-19	2.77827e-18	2.81305e-18
-0.191919	1.18923e-18	3.32037e-19	7.21672e-18	7.32158e-18
-0.171717	5.65818e-19	1.72795e-19	1.64663e-18	1.74969e-18
-0.151515	5.55654e-19	2.98156e-19	2.5682e-18	2.64449e-18
-0.131313	2.13452e-19	5.91229e-19	1.95834e-18	2.05675e-18
-0.111111	5.48877e-19	5.1669e-19	6.13929e-18	6.1854e-18
-0.0909091	1.98883e-18	7.708e-19	5.1093e-18	5.53666e-18
-0.0707071	1.2265e-18	3.47284e-19	2.07354e-18	2.43402e-18
-0.0505051	2.60886e-18	2.71051e-19	2.37169e-18	3.53618e-18
-0.030303	5.69206e-19	2.43945e-19	2.48011e-18	2.55626e-18
-0.010101	6.84403e-19	1.32137e-19	3.10353e-18	3.18084e-18
0.010101	2.98156e-18	3.01544e-19	1.3146e-18	3.27242e-18
0.030303	6.57298e-19	4.40457e-20	1.93801e-18	2.04692e-18
0.0505051	1.89058e-18	2.60886e-19	8.3077e-18	8.5241e-18
0.0707071	7.18284e-19	7.38613e-19	1.35525e-20	1.03037e-18
0.0909091	4.69595e-18	6.36969e-19	3.30682e-18	5.77864e-18
0.111111	1.57887e-18	2.71051e-19	3.00866e-18	3.40857e-18
0.131313	1.70762e-18	2.13452e-18	2.71051e-20	2.73366e-18
0.151515	1.34848e-18	1.78555e-18	7.61652e-18	7.93838e-18
0.171717	3.59142e-19	4.26905e-19	5.46167e-18	5.49009e-18
0.191919	2.39202e-18	4.33681e-19	6.77626e-19	2.52369e-18
0.212121	2.73761e-18	1.01644e-18	9.26993e-18	9.71901e-18
0.232323	3.59142e-18	1.30104e-18	2.03288e-19	3.82522e-18
0.252525	1.27394e-18	9.89334e-19	9.86624e-18	9.99722e-18
0.272727	1.89735e-19	2.64274e-19	7.2506e-18	7.2579e-18
0.292929	1.5992e-18	1.61953e-18	2.41235e-18	3.31658e-18
0.313131	1.6263e-18	2.08031e-18	8.34836e-18	8.75601e-18
0.333333	4.21484e-18	9.35124e-19	6.77626e-18	8.03474e-18
0.353535	9.35124e-19	2.27682e-18	4.93312e-18	5.51308e-18
0.373737	4.74338e-19	1.35525e-20	4.63496e-18	4.65919e-18
0.393939	5.1093e-18	3.34747e-18	1.16823e-17	1.31828e-17
0.414141	8.49743e-18	4.41812e-18	1.24683e-18	9.6582e-18
0.434343	2.52077e-18	2.00577e-18	2.60209e-18	4.14105e-18
0.454545	1.32815e-18	2.43945e-18	8.13152e-20	2.77876e-18
0.474747	1.89735e-19	1.58565e-18	6.77626e-18	6.9619e-18
0.494949	2.00577e-18	3.56431e-18	5.8818e-18	7.16401e-18
0.515152	2.24972e-18	4.05221e-18	6.74916e-18	8.18735e-18
0.535354	8.29415e-18	4.33681e-18	1.49891e-17	1.76713e-17
0.555556	8.10441e-18	1.19262e-18	5.67851e-18	9.96741e-18
0.575758	1.13841e-18	2.62919e-18	5.21772e-18	5.95258e-18
0.59596	5.77338e-18	2.05998e-18	7.31836e-19	6.17341e-18
0.616162	3.95734e-18	3.49655e-18	3.91668e-18	6.57471e-18
0.636364	1.32002e-17	1.19262e-18	3.68629e-18	1.3757e-17
0.656566	4.58075e-18	1.35525e-18	1.63308e-18	5.04846e-18
0.676768	7.48099e-18	6.23416e-19	2.50044e-18	7.9124e-18
0.69697	1.32544e-17	6.93889e-18	2.0261e-18	1.50974e-17
0.717172	6.83047e-18	8.94467e-19	6.01393e-19	6.91499e-18
0.737374	2.84603e-18	4.74338e-18	3.79788e-19	5.54471e-18
0.757576	3.44234e-18	1.97867e-18	9.65618e-20	3.97167e-18
0.777778	1.11131e-18	3.87602e-18	1.70762e-18	4.37887e-18
0.79798	3.7405e-18	1.02999e-18	2.78504e-18	4.77584e-18
0.818182	1.92446e-18	4.87891e-18	2.2565e-18	5.70956e-18
0.838384	3.25261e-18	4.03865e-18	3.04932e-19	5.19453e-18
0.858586	4.55365e-18	2.1684e-19	9.75782e-19	4.66207e-18
0.878788	4.36391e-18	6.4239e-18	1.76183e-18	7.96331e-18
0.89899	8.91756e-18	2.91379e-18	2.29038e-18	9.65707e-18
0.919192	2.19551e-18	3.33392e-18	1.76183e-19	3.99579e-18
0.939394	5.0822e-18	2.1684e-18	2.61564e-18	6.11329e-18
0.959596	5.02799e-18	2.30393e-19	9.75782e-19	5.12698e-18
0.979798	2.49366e-18	3.11708e-19	7.83336e-18	8.22661e-18
1	2.52077e-18	1.32815e-18	1.35525e-19	2.85248e-18
