0.000307765	0.000307779	0.000307792	0.000307805	0.000307817	0.000307829	0.000307841	0.000307851	0.000307862	0.000307871	0.00030788	0.000307889	0.000307897	0.000307904	0.000307911	0.000307917	0.000307923	0.000307928	0.000307932	0.000307936	0.000307939	0.000307942	0.000307944	0.000307945	0.000307945	0.000307945	0.000307944	0.000307943	0.000307941	0.000307938	
0.000307741	0.000307754	0.000307768	0.00030778	0.000307792	0.000307804	0.000307815	0.000307825	0.000307835	0.000307844	0.000307853	0.000307861	0.000307869	0.000307876	0.000307882	0.000307888	0.000307893	0.000307898	0.000307902	0.000307905	0.000307908	0.00030791	0.000307911	0.000307912	0.000307912	0.000307912	0.000307911	0.000307909	0.000307906	0.000307903	
0.000307718	0.000307731	0.000307743	0.000307756	0.000307767	0.000307778	0.000307789	0.000307799	0.000307809	0.000307818	0.000307826	0.000307834	0.000307841	0.000307848	0.000307854	0.000307859	0.000307864	0.000307868	0.000307872	0.000307875	0.000307877	0.000307879	0.00030788	0.00030788	0.00030788	0.000307879	0.000307877	0.000307875	0.000307872	0.000307869	
0.000307695	0.000307708	0.00030772	0.000307732	0.000307743	0.000307754	0.000307764	0.000307774	0.000307783	0.000307791	0.000307799	0.000307807	0.000307814	0.00030782	0.000307826	0.000307831	0.000307835	0.000307839	0.000307842	0.000307845	0.000307847	0.000307848	0.000307849	0.000307849	0.000307848	0.000307847	0.000307845	0.000307842	0.000307839	0.000307835	
0.000307672	0.000307685	0.000307697	0.000307708	0.000307719	0.00030773	0.00030774	0.000307749	0.000307758	0.000307766	0.000307773	0.000307781	0.000307787	0.000307793	0.000307798	0.000307803	0.000307807	0.00030781	0.000307813	0.000307816	0.000307817	0.000307818	0.000307818	0.000307818	0.000307817	0.000307815	0.000307813	0.00030781	0.000307806	0.000307802	
0.00030765	0.000307662	0.000307674	0.000307685	0.000307696	0.000307706	0.000307716	0.000307725	0.000307733	0.000307741	0.000307748	0.000307755	0.000307761	0.000307766	0.000307771	0.000307776	0.000307779	0.000307783	0.000307785	0.000307787	0.000307788	0.000307789	0.000307789	0.000307788	0.000307786	0.000307784	0.000307782	0.000307778	0.000307774	0.000307769	
0.000307629	0.000307641	0.000307652	0.000307663	0.000307673	0.000307683	0.000307692	0.000307701	0.000307709	0.000307716	0.000307723	0.00030773	0.000307735	0.000307741	0.000307745	0.000307749	0.000307752	0.000307755	0.000307757	0.000307759	0.00030776	0.00030776	0.000307759	0.000307758	0.000307757	0.000307754	0.000307751	0.000307747	0.000307743	0.000307738	
0.000307608	0.000307619	0.00030763	0.000307641	0.000307651	0.00030766	0.000307669	0.000307677	0.000307685	0.000307692	0.000307699	0.000307705	0.00030771	0.000307715	0.000307719	0.000307723	0.000307726	0.000307728	0.00030773	0.000307731	0.000307732	0.000307732	0.000307731	0.00030773	0.000307727	0.000307725	0.000307721	0.000307717	0.000307712	0.000307707	
0.000307587	0.000307598	0.000307609	0.000307619	0.000307629	0.000307638	0.000307646	0.000307654	0.000307662	0.000307669	0.000307675	0.000307681	0.000307686	0.00030769	0.000307694	0.000307698	0.0003077	0.000307702	0.000307704	0.000307705	0.000307705	0.000307704	0.000307703	0.000307701	0.000307699	0.000307696	0.000307692	0.000307687	0.000307682	0.000307676	
0.000307567	0.000307578	0.000307588	0.000307598	0.000307607	0.000307616	0.000307624	0.000307632	0.000307639	0.000307646	0.000307652	0.000307657	0.000307662	0.000307666	0.00030767	0.000307673	0.000307675	0.000307677	0.000307678	0.000307678	0.000307678	0.000307677	0.000307676	0.000307674	0.000307671	0.000307668	0.000307663	0.000307659	0.000307653	0.000307647	
0.000307547	0.000307558	0.000307568	0.000307578	0.000307587	0.000307595	0.000307603	0.00030761	0.000307617	0.000307623	0.000307629	0.000307634	0.000307639	0.000307642	0.000307646	0.000307648	0.00030765	0.000307652	0.000307653	0.000307653	0.000307652	0.000307651	0.000307649	0.000307647	0.000307644	0.00030764	0.000307635	0.00030763	0.000307624	0.000307618	
0.000307528	0.000307538	0.000307548	0.000307557	0.000307566	0.000307574	0.000307582	0.000307589	0.000307596	0.000307601	0.000307607	0.000307612	0.000307616	0.000307619	0.000307622	0.000307625	0.000307626	0.000307627	0.000307628	0.000307628	0.000307627	0.000307625	0.000307623	0.000307621	0.000307617	0.000307613	0.000307608	0.000307603	0.000307597	0.00030759	
0.000307509	0.000307519	0.000307529	0.000307538	0.000307546	0.000307554	0.000307561	0.000307568	0.000307574	0.00030758	0.000307585	0.00030759	0.000307593	0.000307597	0.000307599	0.000307601	0.000307603	0.000307604	0.000307604	0.000307603	0.000307602	0.0003076	0.000307598	0.000307595	0.000307591	0.000307587	0.000307582	0.000307576	0.000307569	0.000307562	
0.000307491	0.000307501	0.00030751	0.000307519	0.000307527	0.000307534	0.000307542	0.000307548	0.000307554	0.000307559	0.000307564	0.000307568	0.000307572	0.000307575	0.000307577	0.000307579	0.00030758	0.00030758	0.00030758	0.00030758	0.000307578	0.000307576	0.000307573	0.00030757	0.000307566	0.000307561	0.000307556	0.00030755	0.000307543	0.000307535	
0.000307473	0.000307483	0.000307492	0.0003075	0.000307508	0.000307515	0.000307522	0.000307528	0.000307534	0.000307539	0.000307543	0.000307547	0.000307551	0.000307553	0.000307555	0.000307557	0.000307558	0.000307558	0.000307558	0.000307556	0.000307555	0.000307552	0.000307549	0.000307546	0.000307541	0.000307536	0.000307531	0.000307524	0.000307517	0.000307509	
0.000307456	0.000307465	0.000307474	0.000307482	0.00030749	0.000307497	0.000307503	0.000307509	0.000307514	0.000307519	0.000307523	0.000307527	0.00030753	0.000307532	0.000307534	0.000307535	0.000307536	0.000307536	0.000307535	0.000307534	0.000307532	0.000307529	0.000307526	0.000307522	0.000307517	0.000307512	0.000307506	0.000307499	0.000307492	0.000307484	
0.000307439	0.000307448	0.000307456	0.000307464	0.000307472	0.000307478	0.000307485	0.00030749	0.000307495	0.0003075	0.000307504	0.000307507	0.00030751	0.000307512	0.000307514	0.000307515	0.000307515	0.000307515	0.000307514	0.000307512	0.00030751	0.000307507	0.000307503	0.000307499	0.000307494	0.000307488	0.000307482	0.000307475	0.000307467	0.000307459	
0.000307423	0.000307431	0.00030744	0.000307447	0.000307454	0.000307461	0.000307467	0.000307472	0.000307477	0.000307481	0.000307485	0.000307488	0.000307491	0.000307492	0.000307494	0.000307494	0.000307494	0.000307494	0.000307493	0.000307491	0.000307488	0.000307485	0.000307481	0.000307477	0.000307471	0.000307466	0.000307459	0.000307452	0.000307444	0.000307435	
0.000307407	0.000307415	0.000307423	0.000307431	0.000307437	0.000307444	0.000307449	0.000307455	0.000307459	0.000307463	0.000307467	0.00030747	0.000307472	0.000307473	0.000307474	0.000307475	0.000307475	0.000307474	0.000307472	0.00030747	0.000307467	0.000307464	0.00030746	0.000307455	0.000307449	0.000307443	0.000307437	0.000307429	0.000307421	0.000307412	
0.000307391	0.0003074	0.000307407	0.000307414	0.000307421	0.000307427	0.000307433	0.000307438	0.000307442	0.000307446	0.000307449	0.000307451	0.000307453	0.000307455	0.000307456	0.000307456	0.000307455	0.000307454	0.000307452	0.00030745	0.000307447	0.000307443	0.000307439	0.000307434	0.000307428	0.000307422	0.000307415	0.000307407	0.000307398	0.000307389	
0.000307376	0.000307384	0.000307392	0.000307399	0.000307405	0.000307411	0.000307416	0.000307421	0.000307425	0.000307429	0.000307432	0.000307434	0.000307436	0.000307437	0.000307437	0.000307437	0.000307437	0.000307435	0.000307433	0.000307431	0.000307427	0.000307423	0.000307419	0.000307414	0.000307408	0.000307401	0.000307394	0.000307386	0.000307377	0.000307367	
0.000307362	0.00030737	0.000307377	0.000307384	0.00030739	0.000307395	0.0003074	0.000307405	0.000307409	0.000307412	0.000307415	0.000307417	0.000307419	0.00030742	0.00030742	0.00030742	0.000307419	0.000307417	0.000307415	0.000307412	0.000307408	0.000307404	0.000307399	0.000307394	0.000307388	0.000307381	0.000307373	0.000307365	0.000307356	0.000307346	
0.000307348	0.000307355	0.000307363	0.000307369	0.000307375	0.00030738	0.000307385	0.00030739	0.000307393	0.000307396	0.000307399	0.000307401	0.000307402	0.000307403	0.000307403	0.000307402	0.000307401	0.000307399	0.000307397	0.000307394	0.00030739	0.000307386	0.000307381	0.000307375	0.000307368	0.000307361	0.000307353	0.000307345	0.000307336	0.000307326	
0.000307334	0.000307342	0.000307349	0.000307355	0.000307361	0.000307366	0.000307371	0.000307375	0.000307378	0.000307381	0.000307383	0.000307385	0.000307386	0.000307387	0.000307386	0.000307386	0.000307384	0.000307382	0.00030738	0.000307376	0.000307372	0.000307368	0.000307362	0.000307356	0.00030735	0.000307342	0.000307334	0.000307326	0.000307316	0.000307306	
0.000307321	0.000307329	0.000307335	0.000307341	0.000307347	0.000307352	0.000307356	0.00030736	0.000307363	0.000307366	0.000307368	0.00030737	0.000307371	0.000307371	0.000307371	0.00030737	0.000307368	0.000307366	0.000307363	0.000307359	0.000307355	0.00030735	0.000307345	0.000307339	0.000307332	0.000307324	0.000307316	0.000307307	0.000307297	0.000307287	
0.000307309	0.000307316	0.000307322	0.000307328	0.000307334	0.000307338	0.000307343	0.000307346	0.000307349	0.000307352	0.000307354	0.000307355	0.000307356	0.000307356	0.000307355	0.000307354	0.000307352	0.00030735	0.000307347	0.000307343	0.000307339	0.000307334	0.000307328	0.000307322	0.000307315	0.000307307	0.000307298	0.000307289	0.000307279	0.000307269	
