    1   .070000000   .941448863  3.951722694165387E+03  350 FOR IRON YOKE
    2   .070000000   .924346589  4.147064366931582E+03
    3   .070000000   .907244315  4.301937839060081E+03
    4   .070000000   .890142040  4.371954179377500E+03
    5   .070000000   .873039766  4.239354654659939E+03
    6   .070000000   .855937492  3.990501646901120E+03
    7   .070000000   .838835218  3.464733280832615E+03
    8   .070000000   .821732944  2.598489514278512E+03
    9   .070000000   .804630670  1.100119926165678E+03
   10   .070000000   .787528395 -1.361759302240228E+03
   11   .070000000   .770426121 -5.323836227089179E+03
   12   .070000000   .753323847 -1.163526992751593E+04
   13   .070000000   .736221573 -2.148720882273650E+04
   14   .070880701   .720000000 -3.447094606358149E+04
   15   .087982975   .720000000 -7.703908071608026E+03
   16   .105085250   .720000000  3.597978151712921E+03
   17   .122187524   .720000000 -8.148040574293900E+03
   18   .139289798   .720000000 -8.060654400167221E+03
   19   .148000000   .728392072  3.039305522204998E+04
   20   .148000000   .745494346  3.063656805088323E+04
   21   .148000000   .762596620  2.510109473999475E+04
   22   .148000000   .779698895  2.409737002222780E+04
   23   .148000000   .796801169  2.544274050486205E+04
   24   .148000000   .813903443  2.580654155456383E+04
   25   .148000000   .831005717  2.468404417409977E+04
   26   .148000000   .848107991  2.326877859375468E+04
   27   .148000000   .865210265  2.252754192271637E+04
   28   .148000000   .882312540  2.253001594570038E+04
   29   .148000000   .899414814  2.252547511445567E+04
   30   .148000000   .916517088  2.189902997605450E+04
   31   .148000000   .933619362  2.052189911747081E+04
   32   .148000000   .950721636  1.855182018672234E+04
   33   .154480843   .964383179  1.829573451010518E+04
   34   .168647307   .973964362  1.984340775034149E+04
   35   .182813771   .983545545  2.035644408979973E+04
   36   .196980235   .993126729  1.978779739570649E+04
   37   .211146699  1.002707912  1.860968205678663E+04
   38   .225313163  1.012289096  1.785595385717664E+04
   39   .239479627  1.021870279  1.840181940597978E+04
   40   .253646091  1.031451463  2.036179981370793E+04
   41   .267812555  1.041032646  2.273000448671733E+04
   42   .281979020  1.050613830  2.428742665325257E+04
   43   .296145484  1.060195013  2.480651166520339E+04
   44   .310311948  1.069776197  2.498187963081478E+04
   45   .324478412  1.079357380  2.529884667777246E+04
   46   .338644876  1.088938563  2.479571895004095E+04
   47   .352811340  1.098519747  2.237841909376151E+04
   48   .369460044  1.100000000  1.973353955141197E+04
   49   .386562318  1.100000000  1.505386367911653E+04
   50   .403664592  1.100000000  1.303929991318276E+04
   51   .420766866  1.100000000  1.687315036610876E+04
   52   .437869140  1.100000000  1.534211130087877E+04
   53   .454971415  1.100000000  9.020784585554073E+03
   54   .472073689  1.100000000  9.181275551934625E+03
   55   .489175963  1.100000000  6.970772614249724E+03
   56   .506278237  1.100000000  7.682601902968228E+03
   57   .523380511  1.100000000  1.507142574747781E+04
   58   .540482785  1.100000000  1.300320910588391E+04
   59   .557585060  1.100000000  1.276934053691488E+04
   60   .574687334  1.100000000  1.796271753456848E+04
   61   .591789608  1.100000000  1.550001032986993E+04
   62   .608891882  1.100000000  1.599323249716288E+04
   63   .625994156  1.100000000  2.082951230553901E+04
   64   .643096430  1.100000000  1.985520281986140E+04
   65   .660198705  1.100000000  1.547255143559718E+04
   66   .677300979  1.100000000  1.287798958166769E+04
   67   .694403253  1.100000000  1.314214970577272E+04
   68   .711505527  1.100000000  1.499207492927066E+04
   69   .728607801  1.100000000  1.707429357684513E+04
   70   .745710075  1.100000000  1.861113649953924E+04
   71   .762812350  1.100000000  1.942554168918631E+04
   72   .779914624  1.100000000  1.962974187904383E+04
   73   .797016898  1.100000000  1.948014527911534E+04
   74   .814119172  1.100000000  1.921574670517771E+04
   75   .831221446  1.100000000  1.887001176890762E+04
   76   .848323720  1.100000000  1.866136497420058E+04
   77   .865425995  1.100000000  1.860226625530043E+04
   78   .882528269  1.100000000  1.862798682865854E+04
   79   .899630543  1.100000000  1.871874786432055E+04
   80   .916732817  1.100000000  1.889087948874179E+04
   81   .933835091  1.100000000  1.907183588034290E+04
   82   .950937365  1.100000000  1.919535181517663E+04
   83   .968039640  1.100000000  1.924713170191939E+04
   84   .985141914  1.100000000  1.925655695174823E+04
   85  1.002244188  1.100000000  1.916215707920794E+04
   86  1.019346462  1.100000000  1.897256286208663E+04
   87  1.036448736  1.100000000  1.871678767803500E+04
   88  1.053551010  1.100000000  1.836154083429230E+04
   89  1.070653285  1.100000000  1.795667292879877E+04
   90  1.087755559  1.100000000  1.746319086607543E+04
   91  1.104857833  1.100000000  1.692418146131622E+04
   92  1.121960107  1.100000000  1.637033326330062E+04
   93  1.139062381  1.100000000  1.581163833716360E+04
   94  1.156164655  1.100000000  1.521370392776294E+04
   95  1.173266930  1.100000000  1.465480508785991E+04
   96  1.190369204  1.100000000  1.408168015978249E+04
   97  1.207471478  1.100000000  1.352536354529978E+04
   98  1.224573752  1.100000000  1.297813153454446E+04
   99  1.241676026  1.100000000  1.246186350564347E+04
  100  1.258778300  1.100000000  1.194344098094963E+04
  101  1.275880575  1.100000000  1.149095609512183E+04
  102  1.292982849  1.100000000  1.105689541052791E+04
  103  1.310085123  1.100000000  1.060711992480255E+04
  104  1.327187397  1.100000000  1.021631357876249E+04
  105  1.344289671  1.100000000  9.837804792736150E+03
  106  1.361391945  1.100000000  9.511997098075468E+03
  107  1.378494220  1.100000000  9.196505336848066E+03
  108  1.395596494  1.100000000  8.906233396740889E+03
  109  1.412698768  1.100000000  8.623951308527727E+03
  110  1.429801042  1.100000000  8.401229541330051E+03
  111  1.446903316  1.100000000  8.131885464384764E+03
