0.65 0 -0.7
0.641997 0.101682 -0.7
0.618187 0.200861 -0.7
0.579154 0.295094 -0.7
0.525861 0.38206 -0.7
0.459619 0.459619 -0.7
0.38206 0.525861 -0.7
0.295094 0.579154 -0.7
0.200861 0.618187 -0.7
0.101682 0.641997 -0.7
3.9801e-17 0.65 -0.7
-0.101682 0.641997 -0.7
-0.200861 0.618187 -0.7
-0.295094 0.579154 -0.7
-0.38206 0.525861 -0.7
-0.459619 0.459619 -0.7
-0.525861 0.38206 -0.7
-0.579154 0.295094 -0.7
-0.618187 0.200861 -0.7
-0.641997 0.101682 -0.7
-0.65 7.9602e-17 -0.7
-0.641997 -0.101682 -0.7
-0.618187 -0.200861 -0.7
-0.579154 -0.295094 -0.7
-0.525861 -0.38206 -0.7
-0.459619 -0.459619 -0.7
-0.38206 -0.525861 -0.7
-0.295094 -0.579154 -0.7
-0.200861 -0.618187 -0.7
-0.101682 -0.641997 -0.7
-1.19403e-16 -0.65 -0.7
0.101682 -0.641997 -0.7
0.200861 -0.618187 -0.7
0.295094 -0.579154 -0.7
0.38206 -0.525861 -0.7
0.459619 -0.459619 -0.7
0.525861 -0.38206 -0.7
0.579154 -0.295094 -0.7
0.618187 -0.200861 -0.7
0.641997 -0.101682 -0.7
0.65 0 -0.63913
0.641997 0.101682 -0.63913
0.618187 0.200861 -0.63913
0.579154 0.295094 -0.63913
0.525861 0.38206 -0.63913
0.459619 0.459619 -0.63913
0.38206 0.525861 -0.63913
0.295094 0.579154 -0.63913
0.200861 0.618187 -0.63913
0.101682 0.641997 -0.63913
3.9801e-17 0.65 -0.63913
-0.101682 0.641997 -0.63913
-0.200861 0.618187 -0.63913
-0.295094 0.579154 -0.63913
-0.38206 0.525861 -0.63913
-0.459619 0.459619 -0.63913
-0.525861 0.38206 -0.63913
-0.579154 0.295094 -0.63913
-0.618187 0.200861 -0.63913
-0.641997 0.101682 -0.63913
-0.65 7.9602e-17 -0.63913
-0.641997 -0.101682 -0.63913
-0.618187 -0.200861 -0.63913
-0.579154 -0.295094 -0.63913
-0.525861 -0.38206 -0.63913
-0.459619 -0.459619 -0.63913
-0.38206 -0.525861 -0.63913
-0.295094 -0.579154 -0.63913
-0.200861 -0.618187 -0.63913
-0.101682 -0.641997 -0.63913
-1.19403e-16 -0.65 -0.63913
0.101682 -0.641997 -0.63913
0.200861 -0.618187 -0.63913
0.295094 -0.579154 -0.63913
0.38206 -0.525861 -0.63913
0.459619 -0.459619 -0.63913
0.525861 -0.38206 -0.63913
0.579154 -0.295094 -0.63913
0.618187 -0.200861 -0.63913
0.641997 -0.101682 -0.63913
0.65 0 -0.578261
0.641997 0.101682 -0.578261
0.618187 0.200861 -0.578261
0.579154 0.295094 -0.578261
0.525861 0.38206 -0.578261
0.459619 0.459619 -0.578261
0.38206 0.525861 -0.578261
0.295094 0.579154 -0.578261
0.200861 0.618187 -0.578261
0.101682 0.641997 -0.578261
3.9801e-17 0.65 -0.578261
-0.101682 0.641997 -0.578261
-0.200861 0.618187 -0.578261
-0.295094 0.579154 -0.578261
-0.38206 0.525861 -0.578261
-0.459619 0.459619 -0.578261
-0.525861 0.38206 -0.578261
-0.579154 0.295094 -0.578261
-0.618187 0.200861 -0.578261
-0.641997 0.101682 -0.578261
-0.65 7.9602e-17 -0.578261
-0.641997 -0.101682 -0.578261
-0.618187 -0.200861 -0.578261
-0.579154 -0.295094 -0.578261
-0.525861 -0.38206 -0.578261
-0.459619 -0.459619 -0.578261
-0.38206 -0.525861 -0.578261
-0.295094 -0.579154 -0.578261
-0.200861 -0.618187 -0.578261
-0.101682 -0.641997 -0.578261
-1.19403e-16 -0.65 -0.578261
0.101682 -0.641997 -0.578261
0.200861 -0.618187 -0.578261
0.295094 -0.579154 -0.578261
0.38206 -0.525861 -0.578261
0.459619 -0.459619 -0.578261
0.525861 -0.38206 -0.578261
0.579154 -0.295094 -0.578261
0.618187 -0.200861 -0.578261
0.641997 -0.101682 -0.578261
0.65 0 -0.517391
0.641997 0.101682 -0.517391
0.618187 0.200861 -0.517391
0.579154 0.295094 -0.517391
0.525861 0.38206 -0.517391
0.459619 0.459619 -0.517391
0.38206 0.525861 -0.517391
0.295094 0.579154 -0.517391
0.200861 0.618187 -0.517391
0.101682 0.641997 -0.517391
3.9801e-17 0.65 -0.517391
-0.101682 0.641997 -0.517391
-0.200861 0.618187 -0.517391
-0.295094 0.579154 -0.517391
-0.38206 0.525861 -0.517391
-0.459619 0.459619 -0.517391
-0.525861 0.38206 -0.517391
-0.579154 0.295094 -0.517391
-0.618187 0.200861 -0.517391
-0.641997 0.101682 -0.517391
-0.65 7.9602e-17 -0.517391
-0.641997 -0.101682 -0.517391
-0.618187 -0.200861 -0.517391
-0.579154 -0.295094 -0.517391
-0.525861 -0.38206 -0.517391
-0.459619 -0.459619 -0.517391
-0.38206 -0.525861 -0.517391
-0.295094 -0.579154 -0.517391
-0.200861 -0.618187 -0.517391
-0.101682 -0.641997 -0.517391
-1.19403e-16 -0.65 -0.517391
0.101682 -0.641997 -0.517391
0.200861 -0.618187 -0.517391
0.295094 -0.579154 -0.517391
0.38206 -0.525861 -0.517391
0.459619 -0.459619 -0.517391
0.525861 -0.38206 -0.517391
0.579154 -0.295094 -0.517391
0.618187 -0.200861 -0.517391
0.641997 -0.101682 -0.517391
0.65 0 -0.456522
0.641997 0.101682 -0.456522
0.618187 0.200861 -0.456522
0.579154 0.295094 -0.456522
0.525861 0.38206 -0.456522
0.459619 0.459619 -0.456522
0.38206 0.525861 -0.456522
0.295094 0.579154 -0.456522
0.200861 0.618187 -0.456522
0.101682 0.641997 -0.456522
3.9801e-17 0.65 -0.456522
-0.101682 0.641997 -0.456522
-0.200861 0.618187 -0.456522
-0.295094 0.579154 -0.456522
-0.38206 0.525861 -0.456522
-0.459619 0.459619 -0.456522
-0.525861 0.38206 -0.456522
-0.579154 0.295094 -0.456522
-0.618187 0.200861 -0.456522
-0.641997 0.101682 -0.456522
-0.65 7.9602e-17 -0.456522
-0.641997 -0.101682 -0.456522
-0.618187 -0.200861 -0.456522
-0.579154 -0.295094 -0.456522
-0.525861 -0.38206 -0.456522
-0.459619 -0.459619 -0.456522
-0.38206 -0.525861 -0.456522
-0.295094 -0.579154 -0.456522
-0.200861 -0.618187 -0.456522
-0.101682 -0.641997 -0.456522
-1.19403e-16 -0.65 -0.456522
0.101682 -0.641997 -0.456522
0.200861 -0.618187 -0.456522
0.295094 -0.579154 -0.456522
0.38206 -0.525861 -0.456522
0.459619 -0.459619 -0.456522
0.525861 -0.38206 -0.456522
0.579154 -0.295094 -0.456522
0.618187 -0.200861 -0.456522
0.641997 -0.101682 -0.456522
0.65 0 -0.395652
0.641997 0.101682 -0.395652
0.618187 0.200861 -0.395652
0.579154 0.295094 -0.395652
0.525861 0.38206 -0.395652
0.459619 0.459619 -0.395652
0.38206 0.525861 -0.395652
0.295094 0.579154 -0.395652
0.200861 0.618187 -0.395652
0.101682 0.641997 -0.395652
3.9801e-17 0.65 -0.395652
-0.101682 0.641997 -0.395652
-0.200861 0.618187 -0.395652
-0.295094 0.579154 -0.395652
-0.38206 0.525861 -0.395652
-0.459619 0.459619 -0.395652
-0.525861 0.38206 -0.395652
-0.579154 0.295094 -0.395652
-0.618187 0.200861 -0.395652
-0.641997 0.101682 -0.395652
-0.65 7.9602e-17 -0.395652
-0.641997 -0.101682 -0.395652
-0.618187 -0.200861 -0.395652
-0.579154 -0.295094 -0.395652
-0.525861 -0.38206 -0.395652
-0.459619 -0.459619 -0.395652
-0.38206 -0.525861 -0.395652
-0.295094 -0.579154 -0.395652
-0.200861 -0.618187 -0.395652
-0.101682 -0.641997 -0.395652
-1.19403e-16 -0.65 -0.395652
0.101682 -0.641997 -0.395652
0.200861 -0.618187 -0.395652
0.295094 -0.579154 -0.395652
0.38206 -0.525861 -0.395652
0.459619 -0.459619 -0.395652
0.525861 -0.38206 -0.395652
0.579154 -0.295094 -0.395652
0.618187 -0.200861 -0.395652
0.641997 -0.101682 -0.395652
0.65 0 -0.334783
0.641997 0.101682 -0.334783
0.618187 0.200861 -0.334783
0.579154 0.295094 -0.334783
0.525861 0.38206 -0.334783
0.459619 0.459619 -0.334783
0.38206 0.525861 -0.334783
0.295094 0.579154 -0.334783
0.200861 0.618187 -0.334783
0.101682 0.641997 -0.334783
3.9801e-17 0.65 -0.334783
-0.101682 0.641997 -0.334783
-0.200861 0.618187 -0.334783
-0.295094 0.579154 -0.334783
-0.38206 0.525861 -0.334783
-0.459619 0.459619 -0.334783
-0.525861 0.38206 -0.334783
-0.579154 0.295094 -0.334783
-0.618187 0.200861 -0.334783
-0.641997 0.101682 -0.334783
