18,95,54,7,22,52,9,51,33,79
0,34,29,93,20,2,25,68,98,44
93,69,49,46,97,23,91,63,57,81
1,17,23,56,99,30,67,24,10,9
23,82,18,51,21,29,97,45,3,94
97,97,76,81,58,44,81,12,75,88
41,58,1,92,83,37,82,86,5,74
83,54,87,71,53,10,85,64,89,61
52,64,44,84,18,18,84,1,58,19
61,13,12,90,5,23,87,16,83,58
